run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v2_B_base_openrouter_20260602T142656224351,v2,v2+pa4ee220e2768+t02d663a1ba6e,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260602T142656224351,v2,v2+pa4ee220e2768+t02d663a1ba6e,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260602T142656224351,v2,v2+pa4ee220e2768+t02d663a1ba6e,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T142656224351,v2,v2+pa4ee220e2768+t02d663a1ba6e,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142656224351,v2,v2+pa4ee220e2768+t02d663a1ba6e,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T142656224351,v2,v2+pa4ee220e2768+t02d663a1ba6e,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142656224351,v2,v2+pa4ee220e2768+t02d663a1ba6e,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260602T142656224351,v2,v2+pa4ee220e2768+t02d663a1ba6e,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142656224351,v2,v2+pa4ee220e2768+t02d663a1ba6e,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T124835732968,v3,v3+p575c57ef8434+t67c6e3325411,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142827784188,v3,v3+p575c57ef8434+t67c6e3325411,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T124557043877,v3,v3+p575c57ef8434+t67c6e3325411,group,G01_missing_account_for_timeline,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T124557043877,v3,v3+p575c57ef8434+t67c6e3325411,group,G02_missing_url_for_article,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T124557043877,v3,v3+p575c57ef8434+t67c6e3325411,group,G03_two_urls_parallel_fetch,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v3_B_group_openrouter_20260602T124557043877,v3,v3+p575c57ef8434+t67c6e3325411,group,G04_top_social_search,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260602T124557043877,v3,v3+p575c57ef8434+t67c6e3325411,group,G05_source_audit_before_publish,False,wrong_tool,,source_audit,source_audit,True,True,True,
v3_B_group_openrouter_20260602T124557043877,v3,v3+p575c57ef8434+t67c6e3325411,group,G06_multiturn_fill_account_keep_limit,True,missing_info,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T124557043877,v3,v3+p575c57ef8434+t67c6e3325411,group,G07_multiturn_correct_account,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T124557043877,v3,v3+p575c57ef8434+t67c6e3325411,group,G08_multiturn_correct_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T124557043877,v3,v3+p575c57ef8434+t67c6e3325411,group,G09_multiturn_switch_social_to_web,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T124557043877,v3,v3+p575c57ef8434+t67c6e3325411,group,G10_multiturn_confirm_send,True,wrong_boundary,wrong_arg_value,send,send,False,True,False,"text: expected 'AI briefing da san sang.', got 'AI briefing da san sang'"
v3_B_group_openrouter_20260602T124720308415,v3,v3+p575c57ef8434+t67c6e3325411,group,G01_missing_account_for_timeline,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T124720308415,v3,v3+p575c57ef8434+t67c6e3325411,group,G02_missing_url_for_article,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T124720308415,v3,v3+p575c57ef8434+t67c6e3325411,group,G03_two_urls_parallel_fetch,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v3_B_group_openrouter_20260602T124720308415,v3,v3+p575c57ef8434+t67c6e3325411,group,G04_top_social_search,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260602T124720308415,v3,v3+p575c57ef8434+t67c6e3325411,group,G05_source_audit_before_publish,False,wrong_tool,,source_audit,source_audit,True,True,True,
v3_B_group_openrouter_20260602T124720308415,v3,v3+p575c57ef8434+t67c6e3325411,group,G06_multiturn_fill_account_keep_limit,True,missing_info,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T124720308415,v3,v3+p575c57ef8434+t67c6e3325411,group,G07_multiturn_correct_account,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T124720308415,v3,v3+p575c57ef8434+t67c6e3325411,group,G08_multiturn_correct_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T124720308415,v3,v3+p575c57ef8434+t67c6e3325411,group,G09_multiturn_switch_social_to_web,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T124720308415,v3,v3+p575c57ef8434+t67c6e3325411,group,G10_multiturn_confirm_send,True,wrong_boundary,,send,send,True,True,True,
v3_B_group_openrouter_20260602T142921831209,v3,v3+p575c57ef8434+t67c6e3325411,group,G01_missing_account_for_timeline,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T142921831209,v3,v3+p575c57ef8434+t67c6e3325411,group,G02_missing_url_for_article,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T142921831209,v3,v3+p575c57ef8434+t67c6e3325411,group,G03_two_urls_parallel_fetch,False,wrong_tool,,fetch|fetch,fetch|fetch,True,True,True,
v3_B_group_openrouter_20260602T142921831209,v3,v3+p575c57ef8434+t67c6e3325411,group,G04_top_social_search,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_group_openrouter_20260602T142921831209,v3,v3+p575c57ef8434+t67c6e3325411,group,G05_source_audit_before_publish,False,wrong_tool,,source_audit,source_audit,True,True,True,
v3_B_group_openrouter_20260602T142921831209,v3,v3+p575c57ef8434+t67c6e3325411,group,G06_multiturn_fill_account_keep_limit,True,missing_info,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T142921831209,v3,v3+p575c57ef8434+t67c6e3325411,group,G07_multiturn_correct_account,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T142921831209,v3,v3+p575c57ef8434+t67c6e3325411,group,G08_multiturn_correct_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_group_openrouter_20260602T142921831209,v3,v3+p575c57ef8434+t67c6e3325411,group,G09_multiturn_switch_social_to_web,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T142921831209,v3,v3+p575c57ef8434+t67c6e3325411,group,G10_multiturn_confirm_send,True,wrong_boundary,,send,send,True,True,True,
